Sentence,Sentiment,Result
upload git repo minim sampl app reproduc issu thank reproduc issu frist write code config product rb second asset path foo css scss erb bundl exec rake asset precompil sprocket helper railshelp asset path sprocket helper railshelp assetpath comput public path actionview assetpath comput public path actionview assetpath rewrit host protocol actionview assetpath comput asset host error happen problem asset precompil request avail helper know calcul host need use asset guess bug difficult solv think want asset precompil ignor protocol definit want stylesheet right refer rel domain url asset foo png work protocol think actionpack lib sprocket asset rake task precompil alway ignor host rail applic config action control asset host nil end work yes protocol ignor host ignor exampl host depend protocol asset use protocol rel host host use asset work expect work asset depend request protocol mayb better idea case app site refer css host exampl insid css refer imag imag find domain css app domain right ignor asset host context erb file precompil work fine domain css check chrome develop tool yes confirm think ignor asset host fine precompil link script tag contain host protocol rel clear agre asset host ignor precompil commit think link script tag must includ asset host asset path calcul insid view equal domain app domain case ignor insid css file use sinc domain css domain asset exampl think think fix merg need provid test case go sleep today continu tomorrow japan commit includ testcas pleas squash commit send pull request send pull request push hey thank much appreci asset host one compel featur asset pipelin altern proc chang make request argument option chang take away abil asset host compil asset reli request object even give configur option chang behavior precompil asset make work without rais error still css js relat pull request overwrit applic config chang overwrit durat rake task request insid rake task right understand piec durat rake task precompil asset none css bulk imag use imag bulk request benefit asset host noth show asset host exampl taken almost exactli rail framework document pretti sure valid point patch includ asset css serv domain serv stylesheet benefit rotat asset multipl subdomain complet remov think correct answer origin question problem patch recognit serv secur asset singl domain rotat unsecur asset subdomain first post tri achiev think go chang asset host config action control asset host proc new sourc asset sourc length exampl com wildcard cert solv problem without patch ultim think patch revert mayb revert print warn config action control asset host proc arg probabl issu reopen thank everyon issu resolv current situat dont need absolut url imag imag url add asset host asset host differ request request compil alway return url asset host config action control asset host proc new sourc request method request ssl method env fog directori cloudfront com end anyon situat hope link,"{'neg': 0.091, 'neu': 0.589, 'pos': 0.32, 'compound': 0.9988}",positive
issu automat mark stale recent activ close activ occur thank contribut,"{'neg': 0.391, 'neu': 0.449, 'pos': 0.16, 'compound': -0.3818}",negative
thank feedback chrome extens want,"{'neg': 0.0, 'neu': 0.441, 'pos': 0.559, 'compound': 0.4215}",positive
thank report assum salt api configur right option allow user question access modul right brain broke sorri nois,"{'neg': 0.171, 'neu': 0.429, 'pos': 0.4, 'compound': 0.7506}",positive
hack,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
see well invoc callback alreadi part main event loop call requir fact demonstr even lead deadlock kind alreadi describ packag document code make chang respons key event execut main goroutin thu caus race condit add clarif think requir chang code besid even know avoid deadlock avoid deadlock check alreadi run main loop run updat instead queue yeah guess avoid peopl call everywher though meant help avoid race condit situat program requir unless get lot issu peopl troubl understand distinct leav troubl understand differ problem solv,"{'neg': 0.222, 'neu': 0.627, 'pos': 0.151, 'compound': -0.6848}",negative
,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",neutral
hi point dificult implement use symetr rijndael algorithm add featur next releas hi expect function cool protect exist db creat new one creat new one possibl copi data plain db protect one thank thought much done add password password connect string litedb use sha store check password rijndael encrypt,"{'neg': 0.059, 'neu': 0.654, 'pos': 0.288, 'compound': 0.875}",positive
want encrypt obfusc payload outsid transport layer guess confid skill level regard crypto hope implement dtl game develop speed premium encrypt notabl heavi person want encrypt fork remov featur implement need secur way obfusc stream done serial layer transport layer cours forc dtl encrypt peopl want run without overhead due encrypt header larg percentag packet size send lot small packet cpu overhead think handl tpm hardwar tls right suspect ad latenc minim use game although understand common case look encrypt packet tcp transport thank comment librari orient speed high ping depend game pro encrypt encrypt net compat version net implement uniti mono exampl think need encrypt tcp connect said great point encrypt compat across differ net implement product mostli desktop requir encrypt target howev point view internet traffic need encrypt thought realli librari seen lib provid cross platform uniti encrypt solut wrapper need nativ librari dll right nuget instal packag unmanag librari platform buildabl linux osx encrypt roadmap someth straightforward basic encrypt xor almost done check merg code master good news encrypt privat public keypair possibl construct need key exchang method yes need type pad use key understand type pad storag exchang xor encrypt vulner pad gener built lib mayb rsa key exhang newer better key exchang algorithm support implement mayb time implement encypt fulli chanc branch becom matur sorri busi right main work sorri keep ask question encrypt first prioriti alway encrypt sensit data side sometim encrypt must even game e g see hare udp game differ project differ secur requir happi sign packet need symmetr crypto aes abl exchang key secur http other need full dtl implement awar small c multiplatform dtl librari dtl howev bouncycastl receiv critic past claim better bouncycastl project use easi separ litenetlib know qualiti solut gener implement secur right simpl prefer exist code build solut eye see separ project need litenetlib found project look promis final decid udp commun project unencrypt sensit data transfer http anyway easi simpl fast encrypt xor one topic develop game interest dtl support secur mandatori requir consol platform topic develop game interest dtl support secur mandatori requir consol platform need encrypt packag think upgrad encriptatin branch current version use perform test later encrypt branch entir broken old incompat new code ad simpl xor encrypt write wrapper around favorit encrypt xorencrypt,"{'neg': 0.063, 'neu': 0.644, 'pos': 0.293, 'compound': 0.9981}",positive
issu automat mark stale recent activ close activ occur thank contribut issu automat close recent activ pleas reopen issu still import thank contribut especi import manag k environ current k certif api secur intra cluster commun sinc make influxdb accept root ca certif k cluster effect scrape applic secur,"{'neg': 0.184, 'neu': 0.567, 'pos': 0.248, 'compound': 0.6199}",positive
check log must handl hashmap implement iconsistenthash wrap consistenthashableenvelop warn akka rout consistenthashingroutinglog messag reliabledeliveryenvelop iconsistenthash better fulli understand consist hash work tradeoff come post consist hash scenario whole key space splice number actor defin router configur actual mean singl actor instanc respons handl whole rang key exampl let say key space number share equal actor behind consist hash router mean first actor respons handl messag ids second actor third one etc goal uniqu actor per identifi valid scenario case consist hash router pretti much static play well situat want resiz cluster imagin behav chang actual number actor node assign cours key rang chang well actor previous handl messag ids cluster resiz handl differ rang e call partit handoff well thank,"{'neg': 0.029, 'neu': 0.703, 'pos': 0.268, 'compound': 0.9578}",positive
try disabl user registr che realm realm set login unfortun prevent keycloak auto regist user log via ident provid anyth che side prevent unknown user log moment che requir keycloak user need role control role user default creat via ident provid exclud default role assign new user role admin consol login issu go stale day inact issu rot addit day inact eventu close mark issu fresh new comment issu safe close pleas moder add label avoid stale mode solut problem,"{'neg': 0.303, 'neu': 0.589, 'pos': 0.108, 'compound': -0.9553}",negative
pleas sign contributor licens manual synchron statu pull request see frequent ask question thank look right base descript,"{'neg': 0.087, 'neu': 0.565, 'pos': 0.348, 'compound': 0.6149}",positive
thank fix,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",positive
build tool pls,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.0772}",positive
sig cli updat base idea possibl issu caus denial servic use curl post yaml directli api server effect bypass client side process step reproduc save yaml file call valid kubernet cluster run directori yaml save run user right creat object default namespac work observ cpu memori usag api server target cluster saw stop accept yaml server side simpl yaml variant get rid refer real world usag user send yaml api server go json proto nice find real world usag user send yaml api server go json proto think simpli drop support format disabl alia anchor expans bound alloc seem reason fix progress latter sound someth treat secur issu dos cve associ help user understand whether vulner pr go yaml year ago mitig issu server side compon hope help assign github allow assign follow user jktomer note kubernet repo collabor peopl comment issu pr assign addit issu prs assigne time inform pleas see contributor respons interact use pr comment avail question suggest relat behavior pleas file issu repositori think simpli drop support format disagre drop yaml commun accept header unambigu hand claim accept yaml drop support featur yaml seem harder client respond automat note patch variant probabl vulner dos complet agre almost legitim client send yaml anchor except mayb hypothet crd human author contain lot intern duplic argo pipelin person problem nuke yaml anchor support support foo etc note patch variant probabl vulner dos yeah fundament patch yaml librari effect process wide worth note follow discuss maintain golang secur team patch made go yaml look address kind attack reopen cherri pick land pick merg target releas version list descript close close issu respons merg target releas version list descript close instruct interact use pr comment avail question suggest relat behavior pleas file issu repositori thank shepherd,"{'neg': 0.165, 'neu': 0.556, 'pos': 0.28, 'compound': 0.985}",positive
push rough user import tool develop still need handl local languag string put failsaf bad file work ad abil email user credenti creation individu user creation,"{'neg': 0.217, 'neu': 0.498, 'pos': 0.285, 'compound': -0.1779}",negative
alway enter password everi time need access git server realli know unfortun exactli gcm develop avoid attempt instal gcm separ git packag issu git window deploy version releas day without repli close unless issu creator suppli inform help reproduc resolv issu,"{'neg': 0.169, 'neu': 0.499, 'pos': 0.332, 'compound': 0.3579}",positive
cla assist committ sign cla,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
sorri understood noob mistak,"{'neg': 0.681, 'neu': 0.319, 'pos': 0.0, 'compound': -0.504}",negative
first need login login credenti user admin pass ant design,"{'neg': 0.0, 'neu': 0.768, 'pos': 0.232, 'compound': 0.1078}",positive
answer ml pleas mail list stackoverflow question help wider commun abl help reserv issu tracker issu found thread,"{'neg': 0.257, 'neu': 0.483, 'pos': 0.26, 'compound': 0.0155}",neutral
includ chang pleas take look see updat work window environ look good thank,"{'neg': 0.0, 'neu': 0.608, 'pos': 0.392, 'compound': 0.6662}",positive
thank point review action accordingli thank confirm seem roll fix similari issu spite statu resolv hope fix issu roll case azur cli thank bring attent feedback share content owner review,"{'neg': 0.181, 'neu': 0.465, 'pos': 0.353, 'compound': 0.6597}",positive
issu tracker magento pleas post relev place magento find place magento x connect post question pleas help show need creat account thank alreadi post question repli yet tri case faster repli ok appreci,"{'neg': 0.192, 'neu': 0.552, 'pos': 0.256, 'compound': 0.1779}",positive
yes tornado depend yes addit tornado hard depend instal tornado let us know run problem thank thank inform close issu thank fix work well instal tornado sle sp server issu still persist sle salt zypper instal python pip load repositori data read instal packag resolv packag depend follow new packag go instal python pip follow packag support vendor python pip new packag instal overal download size mib oper addit mib use continu n retriev packag python pip x mib mib unpack retriev python pip x rpm done kib instal python pip done salt pip instal tornado upgrad usr lib python site packag pip vendor request packag urllib util ssl py insecureplatformwarn true sslcontext object avail prevent urllib configur ssl appropri caus certain ssl connect fail inform see insecureplatformwarn requir alreadi date tornado usr lib python site packag collect backport ssl match hostnam tornado download backport ssl match hostnam tar gz requir alreadi date singledispatch usr lib python site packag tornado collect certifi tornado download certifi py py none whl kb kb kb requir alreadi date backport abc usr lib python site packag tornado requir alreadi date six usr lib python site packag singledispatch tornado instal collect packag backport ssl match hostnam certifi found exist instal backport ssl match hostnam uninstal backport ssl match hostnam success uninstal backport ssl match hostnam run setup py instal backport ssl match hostnam found exist instal certifi uninstal certifi success uninstal certifi success instal backport ssl match hostnam certifi salt ps auxww grep salt root ss sbin dhcpcd netconfig l e c etc sysconfig network script dhcpcd hook h salt eth root pts ssh salt salt usr bin python usr bin salt master salt sl usr bin python usr bin salt master salt sl usr bin python usr bin salt master salt sl usr bin python usr bin salt master salt usr bin python usr bin salt master salt sl usr bin python usr bin salt master salt sl usr bin python usr bin salt master salt sl usr bin python usr bin salt master salt sl usr bin python usr bin salt master salt sl usr bin python usr bin salt master salt sl usr bin python usr bin salt master root sl usr bin python usr bin salt minion root pts grep salt sle salt salt master log level debug debug read configur etc salt master debug configur file path etc salt master warn insecur log configur detect sensit data log info set salt master unabl execut gcc file directori error un handl except caught salt global except handler verificationerror compileerror command gcc fail exit statu traceback recent call last file usr bin salt master line salt master file usr lib python site packag salt script py line salt master master start file usr lib python site packag salt cli daemon py line start self prepar file usr lib python site packag salt cli daemon py line prepar import salt master file usr lib python site packag salt master py line import salt key file usr lib python site packag salt key py line import salt daemon masterapi file usr lib python site packag salt daemon masterapi py line salt pillar import git pillar file usr lib python site packag salt pillar git pillar py line import salt util gitf file usr lib python site packag salt util gitf py line import pygit file usr lib python site packag pygit init py line blame import blame blamehunk file usr lib python site packag pygit blame py line error import check error file usr lib python site packag pygit error py line ffi import ffi c file usr lib python site packag pygit ffi py line ffi c ffi file usr lib python site packag pygit util py line ffi includ dir libgit includ librari dir libgit lib file usr lib python site packag cffi api py line verifi lib self verifi load librari file usr lib python site packag cffi verifi py line load librari self compil modul file usr lib python site packag cffi verifi py line compil modul outputfilenam ffiplatform compil tmpdir self extens file usr lib python site packag cffi ffiplatform py line compil outputfilenam build tmpdir ext file usr lib python site packag cffi ffiplatform py line build rais verificationerror e class name e verificationerror compileerror command gcc fail exit statu traceback recent call last file usr bin salt master line salt master file usr lib python site packag salt script py line salt master master start file usr lib python site packag salt cli daemon py line start self prepar file usr lib python site packag salt cli daemon py line prepar import salt master file usr lib python site packag salt master py line import salt key file usr lib python site packag salt key py line import salt daemon masterapi file usr lib python site packag salt daemon masterapi py line salt pillar import git pillar file usr lib python site packag salt pillar git pillar py line import salt util gitf file usr lib python site packag salt util gitf py line import pygit file usr lib python site packag pygit init py line blame import blame blamehunk file usr lib python site packag pygit blame py line error import check error file usr lib python site packag pygit error py line ffi import ffi c file usr lib python site packag pygit ffi py line ffi c ffi file usr lib python site packag pygit util py line ffi includ dir libgit includ librari dir libgit lib file usr lib python site packag cffi api py line verifi lib self verifi load librari file usr lib python site packag cffi verifi py line load librari self compil modul file usr lib python site packag cffi verifi py line compil modul outputfilenam ffiplatform compil tmpdir self extens file usr lib python site packag cffi ffiplatform py line compil outputfilenam build tmpdir ext file usr lib python site packag cffi ffiplatform py line build rais verificationerror e class name e cffi ffiplatform verificationerror compileerror command gcc fail exit statu help fix help ton thank want document fix similar issu follow error messag run salt minion l debug note,"{'neg': 0.07, 'neu': 0.864, 'pos': 0.066, 'compound': -0.8243}",negative
sinc origin function threw error weird begin wrote function call openssl function directli key cert file path default filetyp pem travi throw error realli know happen possibl certif realli match provid privat key next time commit often realiz print error messag local machin sorri edit sure right check cert match privat key use follow command turn realli match far know hash valu modulu match check key one match job far problem experienc stem fact horribl organ directori clear test certif go key reason fail new verif code wrote fact work properli think gener point think previous valu work test thing matter reason look valu exist think need thorough test revok via key part issu work test trigger chang make copi valu actual match use someth use know come know differ explain fyi made issu clean document look good sinc origin request featur want take quick look make sure mind request featur thank,"{'neg': 0.134, 'neu': 0.63, 'pos': 0.236, 'compound': 0.787}",positive
try chang db manual,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
thank lot make sure understand obtain key work privat jenkin instanc right use peopl want run shield io instanc intranet yes right authent set use privat jenkin instanc shield io instanc run privat thank lot,"{'neg': 0.0, 'neu': 0.607, 'pos': 0.393, 'compound': 0.9442}",positive
gmssl cipher v tls xe x ecdh sm sms sha tlsv kx ecdh au sm enc sms mac sha xe x ecdh sm sms sm tlsv kx ecdh au sm enc sms mac sm,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
requir document conflict one rewrit method though allow someth slightli differ rebas updat doc make sure function expos user anonym gete jshint failur one sec cc lgtm assum test pass still quit clear renam method oh sorri renam gave name inner function made sens give name outer function use sat jan ben noordhui notificationslgtm assum test pass still quit clear renam method repli email directli view github thank calvin land minor chang reword reformat commit log back function renam made function show repl,"{'neg': 0.136, 'neu': 0.684, 'pos': 0.18, 'compound': 0.34}",positive
statu wait approv admin go ahead implement anyon implement submit,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.0258}",neutral
enabl featur warn admin email login setup email successful email user user password chang enabl disabl chang mail setup work test teampass featur send realli understand happen edit tri disabl ldap auth still long authent edit saw code teampass seem get internet resourc true teampass anymor internet access edit found problem pc access teamppass internet connect request ipapi co take long time timeout ipapi co etc host localhost work deactiv function without kill teampass hi use v experienc delay login issu ldap user well local admin user host cento server date patch run httpd idea thank pleas develop tool browser identifi network queri long hi fact problem link fact comput internet access sourc code teampass found line make request guess countri come without internet access wait timeout comment line teampass work charm work cannot precis line file comment lionel le jeu nov nil laumail crit pleas develop tool browser identifi network queri long receiv author thread repli email directli view github mute thread yes issu fix pleas upgrad latest,"{'neg': 0.151, 'neu': 0.681, 'pos': 0.168, 'compound': -0.1456}",negative
origin comment nov chang state wontfix origin comment nov,"{'neg': 0.213, 'neu': 0.562, 'pos': 0.225, 'compound': -0.2216}",negative
pleas confirm understand want prs everyth want automerg pass want assign prs fail want prs everyth yes option right function assign prs automerg disabl guess want assign pra automerg disabl test fail right function assign prs automerg disabl definit true automerg enabl assign p try find prs want automerg pr assign test fail hm okey fault assign yea want fine updat exist logic assign prs test fail thing unassign probabl reassign time github expos histori assign unassign tell unassign probabl reassign time mean commit pr think problem work fix pr anyway anoth thing probabl unassign self,"{'neg': 0.237, 'neu': 0.485, 'pos': 0.278, 'compound': -0.858}",negative
hi issu user problem fusio softacul tri debug problem look fusio correctli configur think login backend app cant send request backend api gener possibl run fusio share host recommend host access cli properli instal fusio close issu sinc noth pleas reopen issu think still problem,"{'neg': 0.265, 'neu': 0.549, 'pos': 0.186, 'compound': -0.5775}",negative
past date unsupport fip relat question ask fip lab easi ensur one crypto lock callback implement use librari try lock callback recip kind disast one librari tri callback provid callback function mutual synchron intern process situat basic unresolv lock callback need use alreadi note eol,"{'neg': 0.209, 'neu': 0.623, 'pos': 0.168, 'compound': -0.6553}",negative
cla assist committ sign cla awesom thank take time contribut grafana make review easier link doc author commit much match github account otherwis cannot sign cla seem fail pleas run root grafana folder push chang found cannot authent third parti applic use github organ access polici access restrict thank contribut grafana,"{'neg': 0.204, 'neu': 0.537, 'pos': 0.259, 'compound': 0.2263}",positive
pay attent encrypt data convert base string try decrypt base data encrypt data must convert back base encrypt data first last part code someth,"{'neg': 0.056, 'neu': 0.887, 'pos': 0.056, 'compound': 0.0}",neutral
ad issu front aws credenti mount properli thank advanc tag base messag slack thread duplic yep thank seem problem halyard mount front permiss aws run kubernet issu aws side thing best person triag fix thank suggest side overcom issu issu updat day tag stale want remov label comment remov label stale issu tag stale updat day tag close close day unless updat made want remov label comment remov label close issu tag close updat day close alway reopen issu need,"{'neg': 0.378, 'neu': 0.406, 'pos': 0.216, 'compound': -0.9367}",negative
thank,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",positive
issu go stale inact mark issu fresh stale issu rot addit inact eventu close issu safe close pleas send feedback sig test kubernet test infra stale new keycloak version support addit jdbc paramet possibl enabl ssl mode,"{'neg': 0.419, 'neu': 0.413, 'pos': 0.168, 'compound': -0.8534}",negative
seem describ rfc,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
see solari user leav featur request open go pick much traction go need send pull request someon build perhap try irc mail list recruit solari user though python skill mostli nonexist mayb great time solari support user modul nice agre,"{'neg': 0.065, 'neu': 0.686, 'pos': 0.249, 'compound': 0.8334}",positive
see thank sign cla welcom yes confirm number,"{'neg': 0.0, 'neu': 0.267, 'pos': 0.733, 'compound': 0.875}",positive
issu digest use librari setup basic work switch digest unauthor help great use curl call config rest auth digest chang basic work fine config auth sourc config auth librari class config auth librari function config rest valid login admin thank hello issu mayb understand normal behaviour rest possibl digest api key librari auth librari return md login restrealm password databas info depend login c curl programm test curlopt url url x api key gskw cs ccg ck wgc k wcgcogooocw go curlopt userpwd login password digest alway return unauthor basic return result care password api key login thank ok sorri chang c curl program had curl easi setopt curl curlopt httpauth curlauth digest work,"{'neg': 0.033, 'neu': 0.776, 'pos': 0.19, 'compound': 0.956}",positive
right valid unicod convert byte arguabl need featur simpl valid utf user need eg incom data network probabl worth interest parti prepar simplest possibl patch catch issu eyebal much take use code snippet check valid utf int utf chk const uint p uint ch uint need ch p need ch x need els missmatch return els ch xc ch xf return need xe ch x els ch x missmatch return return need pend fragment allow implement c e ec f b aea b b bb thank function check utf,"{'neg': 0.046, 'neu': 0.629, 'pos': 0.325, 'compound': 0.9594}",positive
thank,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",positive
sigh ok schedul fix master bd let encrypt certif work hostnam contain uppercas letter issu,"{'neg': 0.126, 'neu': 0.686, 'pos': 0.189, 'compound': 0.0258}",neutral
full compani support enabl set asset assign specif compani exampl select asset tag asset id go hardwar view rather hardwar view asset asset exist return list honestli sure happen try clear cach cooki mayb hi snipe believ full compani support enabl see option admin set config file see compani field look asset exampl quot import databas exist list asset remov first dummi asset asset exist test last thing tri delet user ui delet correspond user record databas import ldap sync user assign admin statu new user user longer see issu log differ comput strang enough still see issu use one two work comput full confid say clear browser cooki cach sinc abl correctli look asset account use comput like app bug thank want upgrad sinc later version fix lot bug add new featur,"{'neg': 0.062, 'neu': 0.608, 'pos': 0.33, 'compound': 0.9908}",positive
thank contribut chang merg,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",positive
,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",neutral
,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",neutral
lgtm,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
caddyfil tls caddi ssl,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
relat diretli poc think verb servic account watch right think output secret correctli exampl aim output valid yaml pipe appli right look pretti cool easier expect close favor futur work,"{'neg': 0.028, 'neu': 0.482, 'pos': 0.491, 'compound': 0.9595}",positive
nice thank glad useful thu jun carlo antonio da silva replywrot nice thank repli email directli view github,"{'neg': 0.0, 'neu': 0.383, 'pos': 0.617, 'compound': 0.9403}",positive
benjamin said pull request simpli updat csrfauthenticationstrategi new token request attribut suffici mayb dramat refactor done bring set attribut common code csrffilter csrfauthenticationstrategi exampl mayb saveonaccesscsrftoken privat class csrffilter move protect final class set request attribut move instead constructor csrfauthenticationstrategi reus class instead directli save newli gener token repositori bring lazi save token function well unifi set request attribut one locat benjamin said actual sec seem report issu look actual fix even though mark fact propos snippet code issu similar suggest refactor fix either prioriti high oppos sec report rob said thank report point exist issu look fix sec clearli miss wrong prioriti minor fit easi workaround specif instanc logout state chang action redirect occur mean token repopul csrffilter resolv rc later week issu relat,"{'neg': 0.134, 'neu': 0.699, 'pos': 0.167, 'compound': 0.6072}",positive
,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",neutral
default run openstack cloud sure enabl problem upload applianc openstack cloud discuss agre leav add info wiki alreadi,"{'neg': 0.126, 'neu': 0.701, 'pos': 0.173, 'compound': 0.0}",neutral
thank modul immedi obviou mechan requir someth httpclient yes includ refer abl find modul look ident akitaonrail poc heroku host rail challeng tell submit honestli curiou thank sorri delay respons code name author excus put refer next contribut take care know challeng thought realli vulner problem thank swift updat,"{'neg': 0.121, 'neu': 0.548, 'pos': 0.331, 'compound': 0.8696}",positive
understand accord commit chang one time password min branch forgot one step mayb anyon help pleas regard thank advanc realli know go suggest make new fork make chang take look guid page ok make new fork august work project base bonfir multipl databas lot idea share ok cool sound good,"{'neg': 0.024, 'neu': 0.586, 'pos': 0.391, 'compound': 0.953}",positive
,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",neutral
cla assist thank submiss realli appreci mani open sourc project ask sign contributor licens accept contribut marcu watkin seem github user need github account abl sign cla alreadi github account pleas add email address use commit sign cla alreadi statu still pend let us run legal sign cla submit later time,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.8215}",positive
